Restaurant,Adresse,PLZ,Ort,Kanton,Telefon,Website
Filo Pizza,Nordstrasse 245,8037,Zürich,ZH,044 440 32 32,https://www.filopizza.ch
Fink's Südtiroler Knödelküche,Konradstrasse 66,8005,Zürich,ZH,044 271 26 42,http://www.finks.eu/
Firehouse Subs Stauffacher,Badenerstrasse 29,8004,Zürich,ZH,,
Fischer's Fritz,Seestrasse 559,8038,Zürich,ZH,044 482 16 12,
Fischerstube,Bellerivestrasse 160,8008,Zürich,ZH,044 250 59 50,www.fischerstube-zuerich.ch
Five Spice,Sihlfeldstrasse 81,8004,Zürich,ZH,044 291 00 42,www.fivespices.biz
Flash,Kalkbreitestrasse 136,8003,Zürich,ZH,043 333 28 17,
flavour coffee,Langstrasse 200,8005,Zürich,ZH,,www.flavourcoffee.ch
Flavour Kitchen Werd,Werdstrasse 75,8004,Zürich,ZH,,
Fleischli,Ueberlandstrasse 401,8051,Zürich,ZH,044 817 03 02,www.fleischli.swiss
Fleischli,Schaffhauserstrasse 351,8050,Zürich,ZH,044 850 00 25,www.fleischli.swiss
Florentin,Lavaterstrasse 33,8002,Zürich,ZH,044 280 50 05,www.florentin.rest
Flour & Water,"Europaallee 20, Meet@Bridge",8004,Zürich,ZH,078 853 04 73,www.flowerandwater.ch
Flussbad Unterer Letten (Saisonbetrieb),Wasserwerkstrasse 131,8037,Zürich,ZH,044 361 32 81,www.abreise.ch
Fonte,Dübendorfstrasse 223,8051,Zürich,ZH,044 321 91 51,
Fooby & Sapori d'Italia (Food only),Seefeldstrasse 9,8008,Zürich,ZH,,www.coop.ch
Fooby (Food only),Kalandergasse,8045,Zürich,ZH,,
Foodcenter,Hohlstrasse 561,8048,Zürich,ZH,044 431 72 01,
Foodcourt HB,"Zürich Hauptbahnhof, Halle Landesmuseum",8001,Zürich,ZH,,www.spiga-ristorante.ch
FoodLAB,"Universitätsstrasse 6, ETH Zürich",8092,Zürich ETH-Zentrum,ZH,,www.foodlab-eth.sv-restaurant.ch
Foodland India,"Airport Shopping, Foodland",8060,Zürich-Flughafen,ZH,043 816 60 53,www.autogrill.ch
Fork & Bottle,Allmendstrasse 20,8002,Zürich,ZH,044 201 18 17,www.forkandbottle.ch
Forum (ZFV),Schaffhauserstrasse 228,8057,Zürich,ZH,044 635 22 90,www.zfv.ch
Fox Cuisine,Aargauerstrasse 252,8048,Zürich,ZH,076 429 22 22,www.fox-cuisine.com
FPKOA-Kafiteam,Prime Center 1,8058,Zürich,ZH,058 648 55 00,
Franco's Pizza Service,Wattstrasse 7,8050,Zürich,ZH,044 312 04 40,www.francospizza.ch
Franzos,Limmatquai 138,8001,Zürich,ZH,044 542 46 33,
Frau Gerolds Garten,Geroldstrasse 23,8005,Zürich,ZH,,
Freihof Etna,Badenerstrasse 540,8048,Zürich,ZH,044 400 51 61,https://www.freihofetna.ch/
Freilager,Freilagerstrasse 53,8047,Zürich,ZH,044 492 09 09,www.restaurant-freilager.ch
Fresh Orient,Wipkingerweg 2,8037,Zürich,ZH,043 818 22 01,www.fresh-orient.ch
Freud,Schaffhauserstrasse 118,8057,Zürich,ZH,044 520 11 75,www.kafifreud.ch
Freytag,Seefeldstrasse 144,8008,Zürich,ZH,044 383 62 67,www.cafe-freytag.ch
Fribourger Stübli,Rotwandstrasse 38,8004,Zürich,ZH,044 241 90 76,www.fribourger-fondue-stuebli.c
Frida - nur Take Away,Limmatstrasse 31,8005,Zürich,ZH,,
Frida Mexican Products,Kreuzstrasse 26,8008,Zürich,ZH,,
Frida Mexican Street Food an Bar,Zähringerstrasse 11,8001,Zürich,ZH,044 261 20 24,www.fridafood.ch
Frieda,Schaffhauserstrasse 57,8057,Zürich,ZH,,
Friends Corner,Josefstrasse 146,8005,Zürich,ZH,043 818 22 04,
Frisk Fisk Zürich,Niederdorfstrasse 31,8001,Zürich,ZH,044 521 60 06,https://www.friskfisk.ch/de/zuerich-niederdorf
Frohsinn,Tobelhofstrasse 355,8044,Zürich,ZH,044 821 52 65,www.restaurant-frohsinn.ch
Fulin Asia Restaurant,Hohlstrasse 189,8004,Zürich,ZH,044 291 33 88,www.fulin.ch
Für Dich,Stauffacherstrasse 141,8004,Zürich,ZH,043 317 91 60,
Furetto,Wallisellenstrasse 5,8050,Zürich,ZH,043 542 57 85,
Fusio,Max-Bill-Platz 15,8050,Zürich,ZH,,
Fux & Haas,Stampfenbachstrasse 133,8006,Zürich,ZH,079 560 22 22,www.fuxhaas.ch
Gabbiano,Regensbergstrasse 186,8050,Zürich,ZH,043 321 23 93,www.gabbiano-exp.ch
Gaijin Izakaya,Birmensdorferstrasse 5,8004,Zürich,ZH,044 482 22 00,www.gaijin-izakaya.ch
Galerie,Hönggerstrasse 119,8037,Zürich,ZH,044 414 07 07,
Gambrinus,Langstrasse 103,8004,Zürich,ZH,044 241 12 60,www.gambrinus-langstrasse.ch
Garhwal,Winterthurerstrasse 457,8051,Zürich,ZH,043 511 49 55,
Garibaldi,Gotthardstrasse 62,8002,Zürich,ZH,044 666 62 62,www.garibaldi.bar
Gartenhof,Gartenhofstrasse 1,8004,Zürich,ZH,043 411 06 06,
Gasthaus Albisgütli,Uetlibergstrasse 341,8045,Zürich,ZH,043 333 30 00,www.albisguetli.ch
Gasthof Falken,Birmensdorferstrasse 150,8003,Zürich,ZH,044 463 55 25,www.falken-wiedikon.ch
Gasthof Hirschen,Winterthurerstrasse 519,8051,Zürich,ZH,044 203 24 28,www.hirschen-zurich.ch
Gastronomie im Technopark Zürich,Technoparkstrasse 1,8005,Zürich,ZH,044 252 79 92,http://zfv.ch/de/betriebe/personalrestaurants
Gastronomie im Toni-Areal (ZFV),Pfingstweidstrasse 60,8005,Zürich,ZH,043 446 48 22,www.zhdk.ch
Gastronomie Stadion Letzigrund (ZFV),Badenerstrasse 500,8048,Zürich,ZH,044 413 94 89,www.zfv.ch
Gebeta,Meinrad-Lienert-Strasse 27,8003,Zürich,ZH,076 578 02 72,www.gebeta.ch
Geeren,Obere Geerenstrasse 72,8044,Zürich,ZH,044 821 40 11,www.geeren.ch
Gelateria di Berna,Geroldsstrasse 23b,8005,Zürich,ZH,,www.gelateriadiberna.ch
Gelateria di Berna,Röschibachstrasse 79,8037,Zürich,ZH,,https://gelateriadiberna.ch/
Gelateria di Berna,Zollstrasse 117,8005,Zürich,ZH,,
Gelateria di Berna,Weststrasse 196,8003,Zürich,ZH,,https://gelateriadiberna.ch/
Gelateria Leonardo Sommergarten,Kalanderplatz 1,8045,Zürich,ZH,,www.gelaterialeonardo.ch
Gelateria Leonardo Zürich HB,Shopville,8001,Zürich,ZH,,www.gelaterialeonardo.ch
Gelati AM SEE,Seefeldquai,8008,Zürich,ZH,,www.gelati1998.ch
Gelati MILCHBUCK,Schaffhauserstrasse 120,8057,Zürich,ZH,,https://www.gelati1998.ch/de/
Gelati NIEDERDORF,Münstergasse 28,8001,Zürich,ZH,,www.gelati1998.ch
Gelati SEEFELD,Seefeldstrasse 92,8008,Zürich,ZH,,www.gelati1998.ch
Gelati TELLHOF,Tellstrasse 20,8004,Zürich,ZH,044 291 92 62,www.gelati1998.ch
Genova's,Bertastrasse 26,8003,Zürich,ZH,044 242 23 23,
George Bar & Grill,Gessnerallee 5,8001,Zürich,ZH,044 444 50 60,www.george-grill.ch
Gertrudhof,Gertrudstrasse 26,8003,Zürich,ZH,41444513131,www.restaurantgertrudhof.ch
Gesundheitszentrum Eichrain,Eichrainstrasse 20,8052,Zürich,ZH,,
Gesundheitszentrum Gehrenholz,Sieberstrasse 22,8055,Zürich,ZH,,
Gesundheitszentrum Grünau,Bändlistrasse 10,8064,Zürich,ZH,,
Gesundheitszentrum Riesbach,Witellikerstrasse 19,8008,Zürich,ZH,,
Giallo,Gewerbestrasse 16,8132,Egg b. Zürich,ZH,044 994 80 94,
Giardino (Gesundheitszentrum Bachwiesen),Flurstrasse 130,8047,Zürich,ZH,,
Giro d'ltalia,Hohlstrasse 221,8004,Zürich,ZH,043 243 98 02,www.giroditalia.ch
Giusi's,Zollikerstrasse 10,8008,Zürich,ZH,044 380 24 17,www.ristorante-giusis.ch
Glärnischhof by Trinity,Claridenstrasse 30,8002,Zürich,ZH,043 344 56 74,
Glättli,Zwyssigstrasse 2,8048,Zürich,ZH,044 439 34 33,www.wohnstaetten.ch
Gleis,Zollstrasse 121,8005,Zürich,ZH,044 545 86 57,www.dasgleis.ch
Globus Gastronomie,Schweizergasse 11,8001,Zürich,ZH,,www.globus.ch
Globus Gastronomie,Schweizergasse 11,8001,Zürich,ZH,058 578 11 35,www.globus.ch
Globus Gastronomie,Theaterstrasse 12,8001,Zürich,ZH,058 578 67 67,
Glockenhof Conrad Glogge Egge,Sihlstrasse 31,8001,Zürich,ZH,044 225 91 30,
Glückbar Café Konditorei Bar,Wehntalerstrasse 363,8046,Zürich,ZH,044 430 11 33,https://www.glückbar.ch
Gnuss Beck,Schaffhauserstrasse 427,8050,Zürich,ZH,044 203 64 68,www.gnussbeck.ch
Go Backs,Staufacherstrasse 96,8004,Zürich,ZH,043 322 03 03,www.go-backs.ch
GoldenIndia,Schaffhauserstrasse 410,8050,Zürich,ZH,044 363 93 93,https://goldenindia.ch/
Gonzalez,Schaffhauserstrasse 121,8057,Zürich,ZH,044 361 11 10,www.restaurant-gonzalez.ch
Goody's,Mühlegasse 5,8001,Zürich,ZH,079 816 85 12,
gooods,Bahnhof Tiefenbrunnen,8008,Zürich,ZH,,www.gooods.ch
GourmetBar@Novotel Zürich City West,Schiffbaustr.13 /Turbinenplatz,8005,Zürich,ZH,044 276 22 50,
Gourmori,Zwingliplatz 3,8001,Zürich,ZH,044 56 24 231,www.gourmori.ch
Gräblibar,Niederdorfstrasse 66,8001,Zürich,ZH,044 251 95 95,www.graebli-bar.ch
Grain,Zürichbergstrasse 71,8044,Zürich,ZH,044 261 02 81,www.grain.ch
Gran Café Motta,Limmatquai 66,8001,Zürich,ZH,044 252 31 19,www.autogrill.ch
Grappolo,Widmerstrasse 64,8038,Zürich,ZH,41444817060,
GRAZIE,Weststrasse 192,8003,Zürich,ZH,044 241 44 99,
Green Papaya,Alte Kalchbühlstrasse 9,8038,Zürich,ZH,043 540 06 70,www.greenpapaya.ch
greens,"Airport Shopping, Foodland",8058,Zürich-Flughafen,ZH,043 816 60 02,www.autogrill.ch
Grepery,Badenerstrasse 66,8004,Zürich,ZH,044 211 80 00,https://www.grepery.ch
Griechische Taverne Beaujolais,Seefeldstrasse 167,8008,Zürich,ZH,044 422 33 55,
Grottino 77,Aemtlerstrasse 11,8003,Zürich,ZH,044 462 19 12,www.grottino77.ch
Grottino 83,Letzigraben 245,8047,Zürich,ZH,044 491 01 22,
Grotto Reale,Martastrasse 145,8003,Zürich,ZH,044 450 18 44,
Grünwald,Regensdorferstrasse 237,8049,Zürich,ZH,044 341 71 07,
Guci Bäckerei,Elsastrasse 20,8004,Zürich,ZH,044 242 47 27,
Gül,Tellstrasse 22,8004,Zürich,ZH,044 431 90 90,www.guel.ch
GUMP,Kloster Fahr-Weg,8037,Zürich,ZH,,https://gump-letten.ch/de/standort-kontakt/
Guo & Gao,Schöneggstrasse 5,8004,Zürich,ZH,041 888 05 58,www.khujug.restaurant
Gyoza Yokocho,Hohlstrasse 485,8005,Zürich,ZH,,
Gyros Zeus,,,,,,
Hafen Enge Beiz,Mythenquai 21,8002,Zürich,ZH,,
HaferGnuss,Lutherstrasse 2,8004,Zürich,ZH,,
Hako Bistro Kiosk,Neumarkt 28,8001,Zürich,ZH,076 589 00 61,
Haldenbach,Haldenbachstrasse 3,8006,Zürich,ZH,41442614080,www.restauranthaldenbach.ch
Halle 622,Therese-Giehse-Strasse 10,8050,Zürich,ZH,,https://halle622.ch/
Handelshof,Uraniastrasse 35,8001,Zürich,ZH,044 210 46 46,www.handelshof.ch
Hang's Cuisine,Schaffhauserstrasse 127,8057,Zürich,ZH,044 370 26 10,
Ha-Noi & fo ke kio,Talacker 50,8001,Zürich,ZH,,www.ha-noi.ch/
Happybeck,Langstrasse 120,8004,Zürich,ZH,043 243 97 80,www.happybeck.ch
Hard Rück Café,Zollikerstrasse 226,8008,Zürich,ZH,,www.eldora.ch
Hardcorner take away,Hardstrasse 89,8004,Zürich,ZH,078 680 72 59,www.hard-corner-takeaway.ch
Hardhof,Badenerstrasse 344,8004,Zürich,ZH,044 492 07 11,www.restaurant-hardhof.ch
Hasan's Sandwich,Schaffhauserstrasse 433,8050,Zürich,ZH,044 302 46 46,
Haus am Fluss,Sihlquai 274,8005,Zürich,ZH,077 415 87 97,
Haus Hiltl,Sihlstrasse 28,8001,Zürich,ZH,044 227 70 00,www.hiltl.ch
Haus zum Rüden,Limmatquai 42,8001,Zürich,ZH,044 261 95 66,www.haus-zum-rueden.ch
Hausammann,Hofwiesenstrasse 135,8057,Zürich,ZH,043 233 98 27,www.zopfbeck.ch
Hausammann,Universitätstrasse 88,8006,Zürich,ZH,044 362 19 97,www.zopfbeck.ch
Hausammann,Vorderberg 5,8044,Zürich,ZH,043 343 92 03,www.zopfbeck.ch
Heerenschürli,Helen-Kellerstrasse 20,8051,Zürich,ZH,043 321 63 57,
Hegifret Kaffeefenster,Forchstrasse 103,8032,Zürich,ZH,076 377 32 77,www.hegifret.ch
Hello Bar,Ankunft 1,8058,Zürich-Flughafen,ZH,043 817 06 09,www.autogrill.ch
Hello Beirut,Edisonstrasse 5,8050,Zürich,ZH,041 212 44 78,www.hallobeirut.ch
Helvetia,Stauffacherquai 1,8004,Zürich,ZH,044 297 99 99,www.hotel-helvetia.ch
Henrici,Niederdorfstrasse 1,8001,Zürich,ZH,044 251 54 54,
Hermanseck,Birmensdorferstrasse 58,8004,Zürich,ZH,044 241 28 20,www.hermanseck.ch
Heugümper,Waaggasse 4,8001,Zürich,ZH,41442111660,www.restaurantheuguemper.ch
HIKARI,Weststrasse 70,8003,Zürich,ZH,044 210 37 76,
Hiltl Dachterrasse,Bahnhofstrasse 88,8001,Zürich,ZH,044 888 88 00,www.hiltl.ch
Hiltl Sihlpost,Europaallee 1a,8004,Zürich,ZH,044 344 11 11,www.hiltl.ch
Himalaya,,,,,044 599 86 87,www.himalaya-burger.com
Himalaya,Ackerstrasse 52,8005,Zürich,ZH,41445504400,
Hirschberg,Seilergraben 9,8001,Zürich,ZH,044 262 63 63,www.monteprimero.ch/restaurant-hirschberg
Hitzberger,"Kalanderplatz 1, Sihlcity",8045,Zürich,ZH,,www.hitzberger.ch
Hitzberger,Hofwiesenstrasse 350-354,8050,Zürich,ZH,,www.hitzberger.ch
Hitzberger,Hauptbahnhof,8001,Zürich,ZH,058 563 91 10,
Hitzberger,"Löwenstrasse 35, Migros City",8001,Zürich,ZH,,www.hitzberger.ch
Hochwacht,Hochwacht 3,8132,Egg b. Zürich,ZH,044 984 02 55,www.hochwacht-pfannenstiel.ch
Hofwiesen,Hofwiesenstrasse 265,8057,Zürich,ZH,043 433 80 88,
Hoi Koi,Sihlfeldstrasse 56,8003,Zürich,ZH,044 450 61 16,https://hoikoi.ch/
Holiday Inn / Bits&Bites,Wallisellenstrasse 48,8050,Zürich,ZH,044 316 11 00,www.ihg.com
Honesty Bar,Güterstrasse 33,8004,Zürich,ZH,,
Hong Kong Take Away,Regensdorferstrasse 5,8049,Zürich,ZH,043 311 52 55,
Höngger Oriental,Limmattalstrasse 213,8049,Zürich,ZH,044 554 91 28,www.hönggeroriental.ch
Hönggerhof,Am Wasser 161,8049,Zürich,ZH,,www.hoenggerhof.ch
Hongkong Food Paradise,Binzmühlestrasse 104,8050,Zürich,ZH,41443104888,www.hongkongfoodparadise.ch
Hongkong Food Paradise Oerlikon,Thurgauerstrasse 32,8050,Zürich,ZH,044 310 48 88,www.hongkongfoodparadise.ch
Hongkong Food Paradise Sihlcity,Kalanderplatz 10,8045,Zürich,ZH,044 251 82 02,www.hongkongfoodparadise.ch
HONGXI,Zwinglistrasse 3,8004,Zürich,ZH,043 549 20 20,ww.hongxi-restaurants.ch
Honold,Gladbachstrasse 108,8044,Zürich,ZH,,www.honold.ch
Honold,Rennweg 53,8001,Zürich,ZH,,www.honold.ch
Honold,"Witikonerstrasse 279, EKZ Witikon",8053,Zürich,ZH,,www.honold.ch
Horizont (ZFV),Mühlebachstrasse 112,8008,Zürich,ZH,41443838372,www.zfv.ch
Hornecker (nur Take Away),Albisriederplatz 1,8003,Zürich,ZH,044 492 18 44,www.hornecker.ch
Hot Pasta,Universitätstrasse 15,8006,Zürich,ZH,043 535 76 65,www.hotpasta.ch
Hôtel Bourbon,Obere Zäune 19,8001,Zürich,ZH,,
Hotel Central,Central 1,8001,Zürich,ZH,044 256 56 56,www.central.ch
Hotelfachschule SB,Seestrasse 141,8002,Zürich,ZH,044 288 88 83,https://www.hfz.swiss/
Hotz,Witikonerstrasse 382,8053,Zürich,ZH,044 802 86 13,www.konditorei-hotz.ch
Houdini,Badenerstrasse 173,8003,Zürich,ZH,41442776565,www.kinohoudini.ch
HR- Kaffeemaschine Werd,Werdstrasse 75,8004,Zürich,ZH,,
Huber,Gemeindestrasse 39,8032,Zürich,ZH,044 251 87 88,www.huberhottingerplatz.ch
Hubertus,Letzigraben 101,8003,Zürich,ZH,043 222 46 20,
Hug,Vulkanplatz 31,8048,Zürich,ZH,,
Hug,Stauffacherstrasse 28,8004,Zürich,ZH,044 240 00 57,www.baeckerei-hug.ch
Hug,Birmensdorferstrasse 157,8003,Zürich,ZH,,www.baeckerei-hug.ch
Hug,Zollstrasse 51,8005,Zürich,ZH,043 205 21 66,www.baeckerei-hug.ch
Hug,Schaffhauserstrasse 3,8006,Zürich,ZH,041 259 00 00,www.baeckerei-hug.ch
Hug,Goethestrasse 14,8001,Zürich,ZH,044 261 04 30,www.baeckerei-hug.ch
Hug PUM,Hofwiesenstrasse 369,8050,Zürich,ZH,044 313 94 07,www.baeckerei-hug.ch
"Hug, ZO",Hofwiesenstrasse 369,8050,Zürich,ZH,044 313 94 10,www.baeckerei-hug.ch
Hum Kitchen,Aargauerstrasse 252,8048,Zürich,ZH,,
Hummus Tel Aviv,Sihlfeldstrasse 57,8003,Zürich,ZH,079 328 46 32,www.feinunddeinfeinkost.ch
HUNCHO,Kanonengasse 7,8004,Zürich,ZH,043 548 75 33,
Hürlimann,Gemeindestrasse 36,8032,Zürich,ZH,044 251 30 66,www.baeckerei-huerlimann.ch
Iberia Tapas,Niederdorfstrasse 37,8001,Zürich,ZH,043 548 82 42,https://www.iberiatapas.com
Ibis Zürich Messe-Airport,Heidi-Abel-Weg 5,8050,Zürich,ZH,044 307 47 00,
ICHIZEN,Kanzleistrasse 15,8004,Zürich,ZH,043 477 80 80,
Ikoo,Bäckerstrasse 37,8004,Zürich,ZH,41443703776,
Il Baretto,Josefstrasse 13,8005,Zürich,ZH,044 217 15 15,www.hoteljosef.ch
Il Baretto,"Hauptbahhof, Querhalle",8001,Zürich,ZH,,
Il Basilico,Hönggerstrasse 10,8037,Zürich,ZH,044 450 88 99,www.ilbasilico.ch
Il Basilico,Birmensdorferstrasse 364,8055,Zürich,ZH,044 450 88 99,www.ilbasilico.ch
Il Gattopardo,Rössligasse 7,8006,Zürich,ZH,076 334 11 23,www.ilgattopardo.ch
Il Giglio,Weberstrasse 14,8004,Zürich,ZH,044 242 85 97,www.ilgiglio.ch
IL PANTHEON,Limmattalstrasse 400,8049,Zürich,ZH,044 341 10 70,https://www.ilpantheon.ch
Il Salento,Albisriederstrasse 226,8047,Zürich,ZH,043 311 68 79,
Il Salotto,Badenerstrasse 79,8004,Zürich,ZH,044 242 79 79,
Imbiss Frachtgrill,Fracht Ost,8058,Zürich-Flughafen,ZH,076 334 51 65,www.frachtgrill.ch
Imbiss Layalina,,,,,076 330 13 72,
Imbiss Luchswiesen,Winterthurersrasse 692,8051,Zürich,ZH,,
Imbiss Riviera,Hügelstrasse 9,8002,Zürich,ZH,,
Imonè,Uetlibergstrasse 38,8045,Zürich,ZH,078 636 73 83,
Incontro Bar,Talacker 50,8001,Zürich,ZH,043 497 37 77,www.incontrobar.ch
Insider,Löwenstrasse 64,8001,Zürich,ZH,044 210 20 30,www.insiderbar.ch
Ioannis Restaurant,Else-Züblin-Strasse 60,8047,Zürich,ZH,044 980 03 33,www.ioannis-swiss.ch
IQ Bar,Hardstrasse 316,8005,Zürich,ZH,41444200420,
Irchel Bar,Winterthurerstrasse 190,8057,Zürich,ZH,,www.mensa.uzh.ch/de/standorte/irchel-bar
Iroquois,Seefeldstrasse 120,8008,Zürich,ZH,044 577 19 19,
Isenis Take Away,Hardturmstrasse 126,8005,Zürich,ZH,,
ISULE COFFEE,Weststrasse 182,8003,Zürich,ZH,044 545 64 90,www.isulecoffee.ch
Italia,Zeughausstrasse 61,8004,Zürich,ZH,043 233 88 44,
Jack's Cevap House,Bernerstrasse Süd 167,8048,Zürich,ZH,044 272 92 22,www.cevap.ch
Jaime,Otto-Schütz-Weg 5,8050,Zürich,ZH,044 310 21 70,www.jaime.ch
James Joyce,Pelikanstrasse 8,8001,Zürich,ZH,044 221 18 28,
Janni Pizza,Stampfenbachstrasse142,8006,Zürich,ZH,"848,000,888",
Jao Praya,Tramstrasse 19,8050,Zürich,ZH,043 540 28 08,
Jao Praya,Pfingstweidstrasse 60,8005,Zürich,ZH,,
Jasmin,Herzogenmühlestrasse 4,8051,Zürich,ZH,044 322 74 60,
Jeunesse,Wehntalerstrasse 120,8057,Zürich,ZH,41443631545,
Johanniter,Niederdorfstrasse 70,8001,Zürich,ZH,044 253 62 00,
John Baker,Molkenstrasse 15,8004,Zürich,ZH,044 281 92 92,www.johnbaker.ch
John Baker,Bahnofstrasse 9,8001,Zürich,ZH,044 281 92 92,www.johnbaker.ch
John Baker,Stadelhoferstrasse 28,8001,Zürich,ZH,044 281 92 92,www.johnbaker.ch
John Baker Klusplatz,Bergstrasse 163,8032,Zürich,ZH,044 260 63 40,www.johnbaker.ch
Josef,Gasometerstrasse 24,8005,Zürich,ZH,044 271 65 95,
Josefwiese,Josefstrasse 197,8005,Zürich,ZH,043 366 80 72,
Jugendherberge Zürich,Mutschellenstrasse 114,8038,Zürich,ZH,043 399 78 00,wwwyouthhostel.ch
Juice Market,Augustinergasse 42,8001,Zürich,ZH,044 211 69 33,www.juice-market.ch
Juicery 21,Sihlstrasse 93,8001,Zürich,ZH,078 758 57 37,www.juicery21.ch
Juliette,Bleicherweg 72,8002,Zürich,ZH,044 430 29 29,www.juliette-boulangerie.ch
Juliette,Vulkanplatz 9,8048,Zürich,ZH,044 430 29 28,www.juliette-boulangerie.ch
JUNG,Limmatstrasse 123,8005,Zürich,ZH,#ERROR!,
JUNG,Tessinerplatz 1,8002,Zürich,ZH,#ERROR!,
JUNG,Niederdorfstrasse 90,8001,Zürich,ZH,#ERROR!,
JUNG,Aargauerstrasse 250,8048,Zürich,ZH,#ERROR!,
JUNG,Bleicherweg 10,8002,Zürich,ZH,#ERROR!,
JUNG,Altstetterstrasse 145,8048,Zürich,ZH,#ERROR!,
JUNG,Dammstrasse 54,8037,Zürich,ZH,#ERROR!,
JUNG,Kalkbreitestrasse 138,8003,Zürich,ZH,#ERROR!,
JUNG Kreuzplatz,Kreuzplatz 22,8008,Zürich,ZH,,
Jungholz (ZFV),Jungholzstrasse 43,8050,Zürich,ZH,043 300 90 03,www.zfv.ch
k2,Zahnradstrasse 22,8005,Zürich,ZH,044 444 26 66,www.k2bistro.ch
Kafi Guet,Gutstrasse 152,8055,Zürich,ZH,044 506 77 67,
Kafi Öfeli,Rautistrasse 281,8048,Zürich,ZH,41444313882,
Kafi Paradiesli,Hofstrasse 19,8032,Zürich,ZH,044 558 67 45,www.kafiparadiesli.ch
Kafischnaps,Kornhausstrasse 57,8037,Zürich,ZH,41435388116,www.kafischnaps.ch
Kai Sushi,Hardstrasse 261,8005,Zürich,ZH,043 960 30 30,www.kaisushi.ch
Kai Sushi,Ellen Widmann-Weg 2,8050,Zürich,ZH,41435384247,www.kaisushi.ch
Kai Sushi,Lessingstrasse 3,8002,Zürich,ZH,41443108181,www.kaisushi.ch
Kai Sushi Seefeld,Seefeldstrasse 40,8008,Zürich,ZH,043 960 31 31,
Kailash Parbat,Claridenstrasse 36,8002,Zürich,ZH,043 243 07 66,https://www.kailashparbat.ch/
KAIMUG,Altstetterstrasse 145,8048,Zürich,ZH,,www.kaimug.ch
KAIMUG,"Hauptbahnhof, Halle Landesmuesum",8001,Zürich,ZH,058 563 90 55,www.kaimug.ch
KAIMUG Brunaupark,Giesshübelstrasse 65,8045,Zürich,ZH,,gastro.migros.ch
KAIMUG City,Löwenstrasse 35,8001,Zürich,ZH,044 227 10 30,www.kaimug.ch
KAIMUG Höschgasse,Seefeldstrasse 111-113,8008,Zürich,ZH,,https://www.kaimug.ch/
KAIMUG Oerlikon,Hofwiesenstrasse 350/354,8050,Zürich,ZH,,www.kaimug.ch
KAIMUG Stadelhofen,Falkenstrasse 21,8008,Zürich,ZH,044 261 46 64,www.kaimug.ch
Kaisin,Talacker 34,8001,Zürich,ZH,044 454 10 20,
"kaisin, HB","Bahnhofplatz ShopVille, Museumstrasse 1, Etage U1 Zürich HB",8001,Zürich,ZH,,www.kaisin.ch
Kaisin.,Seefeldstrasse 19,8008,Zürich,ZH,,
Kaisin.,Hagenholzstrasse 78,8050,Zürich,ZH,044 461 08 45,www.kaisin.ch
kaisin. AG,Binzallee 4,8055,Zürich,ZH,,https://kaisin.ch/
kaisin. Altstetten,Jurchstrasse 9,8048,Zürich,ZH,,www.kaisin.ch
kaisin. Binz,Eisgasse 10,8004,Zürich,ZH,,https://kaisin.ch/
kaisin. Hardbrücke,Hardstrasse 235,8005,Zürich,ZH,043 333 02 08,www.kaisin.ch
Kantine,Neue Hard 10,8005,Zürich,ZH,078 203 03 06,www.instagram.com/restaurantkantine/
Kantine Hermetschloo,Hermetschloostrasse 70,8048,Zürich,ZH,044 212 77 28,www.kantine-hermetschloo.ch
Kantonsschule Wiedikon (ZFV),Schrennengasse 7,8003,Zürich,ZH,044 457 71 31,zfv.ch/de/microsites/cafeteria-kantonsschule-wiedikon
Kantorei,Neumarkt 2,8001,Zürich,ZH,044 252 27 27,
Kara's Food,Morgartenstrasse 12,8004,Zürich,ZH,079 533 24 64,
Karl,Kirchgasse 14,8001,Zürich,ZH,044 415 68 61,
Kashmiri Kitchen,Felsenrainstrasse 2,8052,Zürich,ZH,076 738 06 01,https://www.kashmiri.ch
Kasin. enge,Alfred Escherstrasse 70,8002,Zürich,ZH,,www.kaisin.ch
Kaufleuten,Pelikanplatz,8001,Zürich,ZH,044 225 33 33,www.kaufleuten.ch
Kebab-Haus Höngg,Limmattalstrasse 227,8049,Zürich,ZH,043 300 43 01,
Kennedy's Irish Pub,Freischützgasse 14,8004,Zürich,ZH,044 241 92 94,www.kennedys.ch
KFC,"Airport Shopping, Foodland",8060,Zürich-Flughafen,ZH,,www.kfc-suisse.ch
Kibar,Hohlstrasse 561,8048,Zürich,ZH,044 431 72 02,www.ki-bar.ch
Kindli,Pfalzgasse 1,8001,Zürich,ZH,043 888 76 76,www.kindli.ch
King To,Badenerstrasse 816,8048,Zürich,ZH,044 433 04 08,
Kiosk,Seefeldquai 51,8008,Zürich,ZH,043 818 60 50,
Kiosk Coffee,Strehlgasse 26,8001,Zürich,ZH,,
Kitchen Republic,Heinrichstrasse 239,8005,Zürich,ZH,,www.kitchen-republic.ch
Klara’s kitchen,Universitätstrasse 17,8006,Zürich,ZH,078 920 44 52,www.klaraskitchen.ch
Klara's kitchen,Weinbergstrasse 68,8006,Zürich,ZH,078 920 44 52,www.klaraskitchen.ch
Kleine Freiheit,Weinbergstrasse 30,8006,Zürich,ZH,,https://kleinefreiheit.ch
Kleinwäscherei,Neue Hard 12,8005,Zürich,ZH,044 591 78 58,https://www.zentralwaescherei.space/gastro
